1152 2 14.062187 -8.647231 0.500000 0.999452 -0.033097 0.000000 0.000000 1.000000 0.000000 1 0 1057 1135 | 1057 1135 | 
1157 2 7.315791 -7.939808 0.500000 -0.999535 -0.030479 0.000000 0.253619 -0.967304 0.000000 1 0 1019 3188 | 1019 3188 | 
1172 1 17.703629 -4.548719 0.500000 -0.209532 0.977802 0.000000 0.707107 -0.707107 0.000000 0 0 1618 2175 1176 | 1618 2175 | 
1174 1 18.492329 -3.604565 0.500000 0.813734 -0.581238 0.000000 -1.000000 0.000000 0.000000 1 0 1216 2220 1203 1176 1111 1258 1747 | 1216 2220 | 
1176 1 17.045069 -2.873122 0.500000 0.000000 1.000000 0.000000 0.999757 -0.022042 0.000000 0 0 1194 1203 1280 1202 1559 1633 1172 1056 2214 1174 | 1280 1633 | 
1194 1 16.208406 -2.897941 0.500000 -0.999752 0.022251 0.000000 0.000000 1.000000 0.000000 0 0 1176 832 1085 1111 1888 2167 2188 2214 | 832 1888 | 
1202 3 10.490620 -3.931050 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 978 1085 1093 1111 1087 1362 1176 1084 928 1004 952 | | 1093 1362 
1203 1 19.222786 -3.391606 0.500000 0.000000 1.000000 0.000000 0.999959 -0.009102 0.000000 0 0 1176 1280 1216 2136 1747 2220 1174 | 1280 1747 | 
1216 1 18.005371 -3.591255 0.500000 1.000000 0.000000 0.000000 -0.607116 -0.794613 0.000000 0 0 1174 1203 2175 2188 832 1100 1775 | 1174 2175 | 
1225 2 20.876549 -2.899092 0.500000 -0.066519 -0.997785 0.000000 0.998460 -0.055470 0.000000 1 0 1596 1747 | 1596 1747 | 
1257 2 11.787388 -2.889820 0.500000 -0.066519 -0.997785 0.000000 1.000000 0.000000 0.000000 1 0 1258 1085 | 1258 1085 | 
1258 1 12.267593 -2.850540 0.500000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0 0 809 832 933 1085 1257 940 1875 1174 2827 908 | 1257 1875 | 
1262 1 14.846306 -0.260508 0.500000 -0.707107 -0.707107 0.000000 0.044150 0.999025 0.000000 0 0 809 835 1980 1391 2210 2312 933 908 | 809 2210 | 
1263 2 14.193089 -0.177583 0.500000 0.282892 0.959152 0.000000 -0.703962 0.710237 0.000000 1 0 2231 | 2231 | 
1267 1 18.649227 1.438436 0.500000 -0.222467 0.974940 0.000000 0.999963 -0.008558 0.000000 0 0 2024 2055 2190 2295 2358 2312 | 2024 2055 | 
1280 2 19.191412 -2.919724 0.500000 -0.999762 0.021836 0.000000 0.000000 -1.000000 0.000000 1 0 1176 1203 | 1176 1203 | 
1300 2 17.758402 3.318171 0.500000 0.046932 0.998898 0.000000 -0.842783 0.538254 0.000000 1 0 2019 2317 | 2019 2317 | 
1317 1 18.344116 3.165790 0.500000 -0.721265 -0.692659 0.000000 0.079458 0.996838 0.000000 0 0 1391 2055 2312 809 2333 2341 2308 908 | 1391 2333 | 
1344 1 21.016596 -7.005033 0.500000 -0.012800 0.999918 0.000000 0.997459 -0.071243 0.000000 0 0 1386 1635 1555 2174 3204 3214 2136 1747 | 1386 2174 | 
1345 1 22.515036 -6.414276 0.500000 -0.958818 -0.284023 0.000000 -0.009102 0.999959 0.000000 1 0 1488 1487 1404 1451 2726 2682 2725 | 1488 1487 | 
1354 1 19.364277 -13.770451 0.500000 -0.999991 -0.004119 0.000000 0.406138 0.913812 0.000000 1 0 1428 1653 1696 2113 | 1428 1653 | 
1362 3 11.646321 -5.984518 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 937 940 961 962 978 1004 1062 1202 1087 1003 1587 1064 3202 | | 1202 1587 3202 
1370 2 21.465185 -8.320375 0.500000 0.025938 0.999664 0.000000 -0.992994 0.118163 0.000000 1 0 1386 3213 | 1386 3213 | 
1382 2 21.421579 -3.386871 0.500000 0.071244 0.997459 0.000000 -0.885769 -0.464127 0.000000 1 0 1596 2174 | 1596 2174 | 
1386 2 21.485983 -7.043270 0.500000 -0.997459 0.071243 0.000000 -0.025633 -0.999671 0.000000 1 0 1344 1370 | 1344 1370 | 
1391 1 17.948751 2.782474 0.500000 -1.000000 0.000000 0.000000 0.707106 0.707107 0.000000 0 0 1262 1317 2190 2308 2312 2055 2810 1993 | 1317 1993 | 
1397 2 11.742986 -7.800287 0.500000 0.999831 -0.018376 0.000000 -0.046142 0.998935 0.000000 1 0 961 1137 | 961 1137 | 
1398 1 7.652269 -7.383825 0.500000 0.856832 -0.515595 0.000000 -0.961865 -0.273523 0.000000 0 0 1003 1041 3194 1440 3165 3186 1445 3202 | 1041 1440 | 
1404 1 22.217474 -7.260546 0.500000 0.000000 -1.000000 0.000000 -0.994310 0.106524 0.000000 1 0 1405 1451 1345 1544 | 1405 1451 | 
1405 2 21.879238 -7.193658 0.500000 0.994310 -0.106524 0.000000 0.029560 0.999563 0.000000 1 0 1404 1487 | 1404 1487 | 
1408 2 21.941643 -3.960803 0.500000 -0.165858 -0.986150 0.000000 1.000000 0.000000 0.000000 1 0 1545 1495 | 1545 1495 | 
1424 1 19.129629 -11.875649 0.500000 0.000000 1.000000 0.000000 0.980660 -0.195721 0.000000 0 0 1427 1474 1871 1885 1931 1915 2102 | 1427 1931 | 
1426 1 20.708662 -10.424601 0.500000 -0.007647 -0.999971 0.000000 -0.991601 0.129337 0.000000 1 0 1471 2100 | 1471 2100 | 
1427 1 19.141241 -11.258270 0.500000 0.819032 0.573748 0.000000 -0.021220 -0.999775 0.000000 0 0 1424 1511 1661 1871 1471 | 1424 1511 | 
1428 2 19.537184 -13.474524 0.500000 -0.406138 -0.913812 0.000000 0.998460 -0.055471 0.000000 1 0 1354 2113 | 1354 2113 | 
1431 2 18.985538 -13.403662 0.500000 0.613939 0.789353 0.000000 -0.999976 0.007008 0.000000 1 0 1815 1937 | 1815 1937 | 
1440 2 6.461932 -7.687467 0.500000 0.965452 0.260580 0.000000 -0.999564 0.029542 0.000000 1 0 1398 3143 | 1398 3143 | 
1442 2 4.051292 -7.951485 0.500000 0.009531 -0.999955 0.000000 0.999905 -0.013776 0.000000 1 0 334 3188 | 334 3188 | 
1445 1 3.580469 -7.385849 0.500000 0.971750 -0.236012 0.000000 -0.583211 -0.812321 0.000000 0 0 320 1622 3177 3182 710 3143 3186 1398 | 3182 3143 | 
1450 1 21.258072 -10.797621 0.500000 1.000000 0.000000 0.000000 0.019879 -0.999802 0.000000 1 0 1683 2128 1532 | 1683 1532 | 
1451 1 22.209093 -8.282255 0.500000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 1 0 1404 1520 1806 1345 2165 2682 2726 | 1404 2165 | 
1456 2 21.877602 -2.828336 0.500000 0.995862 -0.090877 0.000000 0.000000 1.000000 0.000000 1 0 1457 1546 | 1457 1546 | 
1457 1 21.831520 -2.499406 0.500000 0.000000 -1.000000 0.000000 -0.999971 0.007576 0.000000 1 0 1456 1546 1146 2725 2807 3218 | 1456 3218 | 
1461 1 21.316954 -13.763254 0.500000 -1.000000 0.000000 0.000000 0.787699 0.616060 0.000000 1 0 1529 2113 1653 | 2113 1529 | 
1471 1 19.940605 -10.303881 0.500000 0.991601 -0.129337 0.000000 -0.083049 -0.996545 0.000000 0 0 1426 1511 1427 1661 1871 1885 1602 | 1426 1511 | 
1474 1 17.291960 -9.093888 0.500000 0.000000 1.000000 0.000000 0.996987 -0.077575 0.000000 0 0 1057 1475 1566 1561 1661 1424 1775 1827 2167 1633 | 1475 1561 | 
1475 1 17.291960 -8.670079 0.500000 0.999737 -0.022935 0.000000 0.000000 -1.000000 0.000000 0 0 1056 1057 1474 1555 1537 1775 1687 1827 2153 2188 1559 3204 3214 1602 | 1474 1537 | 
1478 1 14.502807 -7.868738 0.500000 0.000000 1.000000 0.000000 0.907363 -0.420348 0.000000 0 0 1135 1137 1587 2158 1775 1814 1062 | 2158 1814 | 
1487 2 21.888971 -6.585262 0.500000 -0.035776 -0.999360 0.000000 0.966360 0.257194 0.000000 1 0 1405 1345 | 1405 1345 | 
1488 1 22.506460 -4.787303 0.500000 0.011869 -0.999930 0.000000 -0.944365 0.328900 0.000000 1 0 1495 1345 1546 1545 2755 | 1345 1545 | 
1495 1 22.241644 -3.938581 0.500000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 1 0 1488 1546 1408 2726 2755 | 1408 1546 | 
1511 2 19.860992 -10.744245 0.500000 0.083048 0.996546 0.000000 -0.791671 -0.610947 0.000000 1 0 1427 1471 | 1427 1471 | 
1520 1 21.863680 -8.687017 0.500000 -0.999980 0.006297 0.000000 0.090878 0.995862 0.000000 1 0 1563 1451 1806 1943 2165 2793 | 1563 2165 | 
1529 1 21.990736 -12.979186 0.500000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 1 0 1550 1461 1806 2727 | 1550 1461 | 
1532 2 21.617937 -12.564399 0.500000 0.005948 0.999982 0.000000 -0.915011 -0.403429 0.000000 1 0 1450 1914 | 1450 1914 | 
1537 2 19.126120 -8.702703 0.500000 0.080685 0.996740 0.000000 -0.999971 0.007643 0.000000 1 0 1475 1687 | 1475 1687 | 
1544 1 22.020094 -11.127976 0.500000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 1 0 1550 1806 2099 1404 2726 | 2099 1806 | 
1545 2 21.877890 -4.568256 0.500000 0.944365 -0.328900 0.000000 0.078664 0.996901 0.000000 1 0 1408 1488 | 1408 1488 | 
1546 1 22.232309 -2.893818 0.500000 0.014709 -0.999892 0.000000 -0.995497 0.094791 0.000000 1 0 1495 1456 1488 1457 2725 2726 | 1456 1495 | 
1550 1 22.012945 -11.535132 0.500000 0.000000 -1.000000 0.000000 -0.907333 0.420413 0.000000 1 0 1544 1529 2099 | 1529 2099 | 
1554 1 17.630011 -7.080842 0.500000 -0.206367 0.978475 0.000000 0.995340 0.096425 0.000000 0 0 1555 1559 2167 1100 2188 2214 3204 1635 | 1555 1559 | 
1555 1 18.797308 -6.972360 0.500000 -0.995247 -0.097381 0.000000 0.037671 0.999290 0.000000 0 0 1475 1554 1344 2184 3204 3214 1922 | 1554 2184 | 
1559 1 17.429270 -6.126468 0.500000 0.938821 0.344404 0.000000 0.208976 -0.977921 0.000000 0 0 1056 1176 1554 1814 2167 1475 1827 1888 2186 2175 | 1554 2186 | 
1561 2 19.024820 -9.212919 0.500000 -0.999330 0.036612 0.000000 0.145165 -0.989407 0.000000 1 0 1474 1661 | 1474 1661 | 
1563 2 19.606871 -8.663342 0.500000 -0.066519 -0.997785 0.000000 0.999816 -0.019184 0.000000 1 0 1520 1830 | 1520 1830 | 
1566 1 17.894468 -10.613286 0.500000 -0.019445 -0.999811 0.000000 -0.999139 0.041483 0.000000 0 0 1474 1602 1827 1871 1885 2153 | 1871 1602 | 
1567 1 14.045326 -7.094299 0.500000 -1.000000 0.000000 0.000000 0.492553 0.870282 0.000000 0 0 1064 1587 1137 2163 962 | 1064 2163 | 
1587 3 13.360256 -7.380745 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 961 1064 1137 1362 1478 1567 1135 1775 | | 1362 1775 
1596 2 21.473642 -2.920741 0.500000 -0.999493 0.031824 0.000000 -0.071243 -0.997459 0.000000 1 0 1225 1382 | 1225 1382 | 
1601 1 15.393970 -12.008929 0.500000 -0.023460 0.999725 0.000000 0.999933 -0.011576 0.000000 0 0 1779 1871 2139 1915 2149 1602 | 1871 1602 | 
1602 1 15.524070 -10.512520 0.500000 0.999108 -0.042216 0.000000 -0.554701 -0.832050 0.000000 0 0 1566 1827 1768 2153 2149 1601 1475 1471 | 1566 1601 | 
1618 1 18.225838 -5.081460 0.500000 -0.707107 0.707107 0.000000 0.997625 -0.068881 0.000000 0 0 1172 2159 2188 | 1172 2159 | 
1622 1 4.560104 -6.214465 0.500000 -0.994346 -0.106190 0.000000 0.106524 0.994310 0.000000 0 0 1445 2065 2066 3155 | 2066 | 
1633 1 17.012680 -0.952475 0.500000 0.964764 0.263117 0.000000 0.000000 -1.000000 0.000000 0 0 1176 1888 2214 2238 2269 1106 1474 | 1176 2238 | 
1635 1 21.192381 -7.870252 0.500000 0.000000 -1.000000 0.000000 -0.969643 0.244526 0.000000 1 0 1344 1636 3213 3214 1554 1687 | 3213 1636 | 
1636 1 20.129818 -7.706547 0.500000 0.995634 -0.093341 0.000000 -0.980581 -0.196116 0.000000 0 0 1635 1687 3204 1135 | 1635 1687 | 
1653 1 13.896063 -13.775181 0.500000 -0.600002 0.799999 0.000000 0.999979 -0.006488 0.000000 1 0 1697 1354 1461 2155 | 1354 2155 | 
1661 1 19.124660 -10.151117 0.500000 -0.104575 0.994517 0.000000 0.998148 0.060831 0.000000 0 0 1427 1474 1827 1885 1561 1857 1471 2153 | 1561 1857 | 
1667 1 14.341439 -12.776372 0.500000 0.000000 -1.000000 0.000000 -0.998280 0.058628 0.000000 0 0 1779 1815 1733 1937 2104 2139 | 1937 2104 | 
1683 2 21.604738 -10.767621 0.500000 0.046717 0.998908 0.000000 -1.000000 0.000000 0.000000 1 0 1450 1857 | 1450 1857 | 
1687 1 19.533232 -7.901722 0.500000 1.000000 0.000000 0.000000 -0.083044 -0.996546 0.000000 0 0 1636 1475 1775 1814 3214 1635 1537 | 1537 1636 | 
1696 1 11.832850 -13.724338 0.500000 -0.293884 0.955841 0.000000 1.000000 0.000000 0.000000 1 0 1697 1354 3113 1722 1721 | 1697 1722 | 
1697 1 13.205832 -13.717710 0.500000 -0.999423 -0.033970 0.000000 0.149027 0.988833 0.000000 1 0 1653 1696 1698 | 1696 1698 | 
1698 2 13.270706 -13.471236 0.500000 -0.141319 -0.989964 0.000000 0.997288 -0.073604 0.000000 1 0 1697 2155 | 1697 2155 | 
1721 1 11.177730 -12.966229 0.500000 0.000000 1.000000 0.000000 0.996546 -0.083045 0.000000 1 0 1019 1722 1732 1765 675 1696 | 1722 1732 | 
1722 2 11.579175 -13.039586 0.500000 -0.996546 0.083046 0.000000 0.287347 -0.957826 0.000000 1 0 1721 1696 | 1721 1696 | 
1732 1 11.177244 -11.555964 0.500000 0.794724 0.606971 0.000000 0.000000 -1.000000 0.000000 1 0 1721 1782 1783 | 1721 1783 | 
1733 1 13.999231 -9.560841 0.500000 -0.918393 -0.395671 0.000000 0.086963 0.996212 0.000000 0 0 1734 1825 1056 1667 | 1734 1825 | 
1734 2 14.055904 -9.191821 0.500000 -0.094791 -0.995497 0.000000 0.999706 0.024230 0.000000 1 0 1733 1056 | 1733 1056 | 
1747 1 20.832512 -3.403114 0.500000 -0.999946 -0.010428 0.000000 0.066519 0.997785 0.000000 0 0 1225 2174 1203 3219 1111 3210 1174 1344 | 1225 1203 | 
1765 1 11.200352 -9.691821 0.500000 1.000000 0.000000 0.000000 0.000000 -1.000000 0.000000 1 0 1118 1782 1721 1818 1819 3163 | 1782 1819 | 
1768 1 11.939524 -10.840704 0.500000 0.000000 -1.000000 0.000000 -0.995862 0.090877 0.000000 0 0 1784 1935 1602 1779 | 1784 1935 | 
1775 3 15.534797 -8.355512 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1057 1135 1474 1475 1587 1814 1827 2167 1687 2188 1137 1478 3204 1216 | | 1587 1827 2167 
1779 1 13.479165 -11.111607 0.500000 0.000000 -1.000000 0.000000 -0.991385 0.130977 0.000000 0 0 1667 1601 1768 2149 | | 
1782 1 11.188000 -11.132135 0.500000 0.000000 1.000000 0.000000 0.923941 -0.382535 0.000000 1 0 1019 1732 1765 1783 1118 | 1765 1783 | 
1783 2 11.522987 -11.257277 0.500000 -0.924652 0.380813 0.000000 -0.811526 -0.584316 0.000000 1 0 1782 1732 | 1782 1732 | 
1784 2 11.557705 -10.771006 0.500000 0.995862 -0.090877 0.000000 -0.005616 0.999984 0.000000 1 0 1768 1809 | 1768 1809 | 
1806 1 22.022869 -9.657351 0.500000 0.009721 -0.999953 0.000000 -0.944239 0.329260 0.000000 1 0 1544 1451 1520 1943 2114 1529 | 2114 1544 | 
1809 2 11.581791 -10.025878 0.500000 -0.025561 -0.999673 0.000000 0.995035 0.099526 0.000000 1 0 1784 1825 | 1784 1825 | 
1814 1 15.564770 -7.927599 0.500000 -0.997470 -0.071086 0.000000 0.090403 0.995905 0.000000 0 0 1559 1775 1057 2167 2188 1687 1135 1478 3204 1056 | 1478 | 
1815 1 19.206373 -13.103663 0.500000 0.998954 -0.045721 0.000000 -0.613939 -0.789353 0.000000 0 0 1431 1667 1915 2102 2124 1914 | 1431 1914 | 
1818 1 11.510770 -9.194735 0.500000 1.000000 0.000000 0.000000 -0.080685 -0.996740 0.000000 1 0 1118 1765 1819 1822 1019 | 1819 1822 | 
1819 2 11.482184 -9.636592 0.500000 0.083044 0.996546 0.000000 -0.949511 -0.313735 0.000000 1 0 1765 1818 | 1765 1818 | 
1822 2 13.600349 -9.191821 0.500000 0.066519 0.997785 0.000000 -1.000000 0.000000 0.000000 1 0 1151 1818 | 1151 1818 | 
1825 1 13.269685 -9.867526 0.500000 -0.997969 -0.063700 0.000000 0.919145 0.393920 0.000000 0 0 1733 1809 1827 2153 | 1809 1733 | 
1827 3 16.482176 -9.143453 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1056 1057 1474 1475 1566 1602 1661 1775 1885 1825 2153 2167 1559 1100 3204 3214 | | 1775 1885 2153 
1830 2 19.531874 -9.163342 0.500000 0.998553 -0.053783 0.000000 0.066519 0.997785 0.000000 1 0 1563 1943 | 1563 1943 | 
1857 2 21.595978 -10.064102 0.500000 -0.999437 -0.033542 0.000000 0.055089 -0.998481 0.000000 1 0 1683 1661 | 1683 1661 | 
1871 1 17.841370 -12.078400 0.500000 -0.998645 0.052033 0.000000 0.019445 0.999811 0.000000 0 0 1424 1427 1566 1885 2102 1601 2139 1471 | 1566 1601 | 
1875 1 12.272367 -2.054724 0.500000 0.000000 -1.000000 0.000000 -0.990172 0.139857 0.000000 0 0 1258 933 832 767 880 2872 | 1258 880 | 
1885 3 18.055607 -10.605703 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1424 1566 1827 1871 1661 2102 2153 1471 | | 1827 2102 
1888 1 16.232021 -0.908127 0.500000 0.000000 -1.000000 0.000000 -0.976540 0.215336 0.000000 0 0 1194 1633 1980 1057 2214 2188 908 1559 2810 | 1194 908 | 
1914 2 21.008575 -13.368095 0.500000 0.332778 0.943005 0.000000 -0.999024 0.044174 0.000000 1 0 1532 1815 | 1532 1815 | 
1915 1 19.972797 -12.526860 0.500000 -0.462891 0.886415 0.000000 0.986395 0.164391 0.000000 0 0 1916 1931 1424 1815 2102 2124 1601 | 1916 1931 | 
1916 1 20.639408 -12.447448 0.500000 -0.994913 -0.100736 0.000000 0.100228 0.994964 0.000000 0 0 1915 2096 2124 2128 | 1915 2096 | 
1922 1 19.690737 -6.179186 0.500000 -0.993409 0.114624 0.000000 0.832051 0.554699 0.000000 0 0 3210 3214 2184 1555 | 3210 2184 | 
1931 2 19.727245 -12.005964 0.500000 -0.988241 0.152902 0.000000 0.473633 -0.880722 0.000000 0 0 1424 1915 | 1424 1915 | 
1935 1 11.958974 -11.774964 0.500000 -0.964764 -0.263118 0.000000 0.000000 1.000000 0.000000 0 0 1768 3191 | 1768 3191 | 
1937 2 14.274631 -13.351284 0.500000 0.999493 -0.031849 0.000000 0.000000 1.000000 0.000000 1 0 1667 1431 | 1667 1431 | 
1943 1 21.639984 -9.199080 0.500000 0.000000 -1.000000 0.000000 -0.999874 0.015869 0.000000 1 0 1806 1830 2114 1520 | 1830 2114 | 
1958 2 11.770853 -0.105893 0.500000 -0.086962 -0.996212 0.000000 0.996957 -0.077953 0.000000 1 0 768 809 | 768 809 | 
1979 1 14.382904 2.608451 0.500000 0.707107 0.707107 0.000000 -0.100503 -0.994937 0.000000 1 0 1990 2223 2317 2565 2811 | 1990 2811 | 
1980 1 15.938836 2.441003 0.500000 -0.722910 -0.690942 0.000000 0.060207 0.998186 0.000000 0 0 1262 1993 1888 2190 2810 | 1993 2190 | 
1990 1 15.098763 3.336086 0.500000 1.000000 0.000000 0.000000 -0.707107 -0.707107 0.000000 1 0 1979 2019 | 1979 2019 | 
1993 2 15.940334 3.003909 0.500000 0.021926 -0.999760 0.000000 0.997363 0.072572 0.000000 1 0 1980 1391 | 1980 1391 | 
2002 2 11.262033 -7.600287 0.500000 -0.068881 -0.997625 0.000000 0.115873 -0.993264 0.000000 1 0 1118 2007 | 1118 2007 | 
2007 1 11.010125 -8.209571 0.500000 -0.999204 0.039902 0.000000 0.886356 0.463005 0.000000 1 0 1118 3163 3190 3189 2002 | 3189 2002 | 
2019 1 17.372686 3.561028 0.500000 0.842783 -0.538254 0.000000 -1.000000 0.000000 0.000000 1 0 1300 1990 | 1300 1990 | 
2024 1 20.234310 1.436812 0.500000 -0.999853 0.017118 0.000000 0.624984 0.780638 0.000000 0 0 1267 2358 2373 2411 2295 2286 | 1267 2373 | 
2055 1 18.385246 2.338119 0.500000 0.707107 0.707106 0.000000 0.088165 -0.996106 0.000000 0 0 1267 1317 2269 2308 2312 2341 1391 809 908 | 2308 1267 | 
2065 1 3.536414 -6.385275 0.500000 -0.845411 0.534116 0.000000 1.000000 0.000000 0.000000 0 0 1622 3097 3177 3186 322 710 3173 968 3153 | 3097 | 
2066 2 4.624913 -5.892061 0.500000 -0.106524 -0.994310 0.000000 0.999846 -0.017541 0.000000 1 0 1622 3164 | 1622 3164 | 
2096 1 21.050005 -11.830842 0.500000 -0.558527 -0.829487 0.000000 0.000000 1.000000 0.000000 0 0 1916 2100 2128 | 2100 1916 | 
2099 2 21.651186 -11.424885 0.500000 0.996212 -0.086963 0.000000 0.110430 0.993884 0.000000 1 0 1544 1550 | 1544 1550 | 
2100 1 21.055597 -11.126025 0.500000 0.000000 -1.000000 0.000000 -0.792603 0.609738 0.000000 0 0 2096 1426 | 2096 1426 | 
2102 3 19.278271 -12.291898 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1424 1815 1871 1885 1915 2124 2139 | | 1885 2124 2139 
2104 2 13.763660 -12.743038 0.500000 0.998280 -0.058628 0.000000 -0.042614 0.999092 0.000000 1 0 1667 | 1667 | 
2113 1 19.943207 -13.735344 0.500000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 1 0 1354 1461 1428 | 1461 1428 | 
2114 2 21.645601 -9.540496 0.500000 0.948683 -0.316228 0.000000 0.000000 1.000000 0.000000 1 0 1806 1943 | 1806 1943 | 
2124 3 20.532955 -12.635916 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1815 1915 1916 2102 2128 2139 | | 2102 2128 
2128 3 21.169420 -11.577951 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1450 2096 2124 1916 | | 2124 
2136 1 19.990736 -5.112519 0.500000 0.000000 -1.000000 0.000000 -0.981615 0.190870 0.000000 0 0 1203 2161 2220 3210 1344 | 2161 3210 | 
2139 3 16.976831 -12.462932 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1601 1667 1871 2102 2124 2149 | | 2102 2149 
2149 3 15.067018 -11.627413 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1601 1779 2139 2153 1602 | | 2139 2153 
2153 3 15.508649 -10.165395 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1056 1475 1602 1825 1827 2149 1566 1885 1661 | | 2149 1827 
2155 2 13.720602 -13.501548 0.500000 -0.997459 0.071243 0.000000 0.351124 -0.936329 0.000000 1 0 1653 1698 | 1653 1698 | 
2158 2 14.522197 -6.717778 0.500000 -0.987643 0.156718 0.000000 0.000000 -1.000000 0.000000 1 0 1478 2163 | 1478 2163 | 
2159 2 18.724070 -5.112519 0.500000 -0.997785 0.066519 0.000000 -0.216930 -0.976187 0.000000 1 0 1618 2186 | 1618 2186 | 
2161 2 18.790739 -4.879185 0.500000 0.989251 -0.146230 0.000000 0.707104 0.707109 0.000000 1 0 2136 3219 | 2136 3219 | 
2163 2 14.306925 -6.686290 0.500000 -0.503871 -0.863779 0.000000 0.986394 -0.164399 0.000000 1 0 1567 2158 | 1567 2158 | 
2165 2 21.907679 -8.336534 0.500000 -0.316228 -0.948683 0.000000 1.000000 0.000000 0.000000 1 0 1451 1520 | 1451 1520 | 
2167 3 16.280090 -6.345900 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1057 1100 1194 1474 1554 1559 1775 1814 1827 2175 2188 3204 | | 1775 2188 3204 
2174 1 21.024069 -3.612519 0.500000 0.877896 0.478852 0.000000 0.000000 -1.000000 0.000000 1 0 1344 1382 1747 3210 | 1344 1382 | 
2175 1 17.698185 -3.977183 0.500000 0.607116 0.794613 0.000000 0.000000 -1.000000 0.000000 0 0 1172 1216 2167 1056 1559 | 1172 1216 | 
2184 2 18.824068 -6.079186 0.500000 -0.037011 -0.999315 0.000000 0.993409 -0.114624 0.000000 1 0 1555 1922 | 1555 1922 | 
2186 2 18.590738 -5.712520 0.500000 0.216930 0.976187 0.000000 -0.945946 -0.324325 0.000000 1 0 1559 2159 | 1559 2159 | 
2188 3 16.478621 -4.314692 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1100 1194 1216 1475 1618 1775 1814 2167 1554 2214 1888 | | 2167 2214 
2190 1 15.292966 1.783618 0.500000 -1.000000 0.000000 0.000000 0.707107 0.707107 0.000000 0 0 1267 1391 1980 2210 2312 | 1980 2210 | 
2197 1 14.002284 0.366408 0.500000 0.000000 1.000000 0.000000 0.892271 -0.451501 0.000000 1 0 2223 2231 3039 | 2223 2231 | 
2198 2 19.631983 5.455724 0.500000 -0.719806 -0.694175 0.000000 0.742556 -0.669784 0.000000 1 0 2333 2492 | 2333 2492 | 
2202 2 7.539451 -3.564903 0.500000 0.997459 -0.071243 0.000000 0.399497 0.916735 0.000000 1 0 678 1013 | 678 1013 | 
2210 2 14.924735 1.771712 0.500000 -0.037477 -0.999297 0.000000 1.000000 0.000000 0.000000 1 0 2190 1262 | 2190 1262 | 
2214 3 16.654465 -1.915611 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1176 1194 1633 1888 2188 2269 1554 | | 2188 2269 
2220 1 19.152327 -4.134565 0.500000 0.000000 -1.000000 0.000000 -0.813734 0.581238 0.000000 0 0 1174 1203 2136 3219 | 1174 3219 | 
2223 1 14.002284 1.683075 0.500000 0.780125 0.625624 0.000000 0.000000 -1.000000 0.000000 1 0 1979 2197 2811 | 2197 2811 | 
2231 2 14.314831 0.223937 0.500000 -0.913811 0.406139 0.000000 -0.307932 -0.951408 0.000000 1 0 1263 2197 | 1263 2197 | 
2233 1 21.625916 2.186171 0.500000 -0.984809 -0.173643 0.000000 0.235037 0.971986 0.000000 0 0 2373 2411 2437 2439 | 2373 2437 | 
2238 2 17.362516 -0.865736 0.500000 0.603858 0.797092 0.000000 -0.964764 -0.263117 0.000000 1 0 1633 1106 | 1633 1106 | 
2253 1 10.893470 -1.776814 0.500000 1.000000 0.000000 0.000000 -0.692659 -0.721265 0.000000 0 0 154 880 928 1087 2827 2872 768 | 880 928 | 
2269 3 17.439285 0.300893 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 1106 1633 2055 2214 2312 2358 2810 | | 2214 2312 2358 2810 
2282 1 20.035917 -0.642150 0.500000 -0.219610 0.975588 0.000000 0.981697 -0.190451 0.000000 1 0 1146 2361 2807 2725 2755 2364 | 2361 2364 | 
2286 1 23.638876 0.719826 0.500000 0.000000 -1.000000 0.000000 -0.996428 0.084444 0.000000 0 0 2704 2744 2287 2705 2721 2669 2024 1106 | 2704 2287 | 
